mail_id,question,answer,inquiry_type
728,"お問い合わせ
アカウントID : 

プレイヤー名 : 

ご利用のOSバージョン : 
ご利用端末名 : 
お問い合わせ内容の種類 : アイテム購入時に問題が発生した
ご利用環境 : iOS
問題が発生した日時 : 2024-03-02 13:32
メールアドレス : 
お問い合わせ内容 ：PayPayで支払い済みとなっているのにゲームに反映されていない
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。
 
お客様にご迷惑をおかけし、誠に申し訳ございません。 
 
お問い合わせいただきました件につきましては、【3/2（土）11:00 ～ 14:00】頃にApp Storeの障害が原因で有償アイテム購入時にエラーメッセージが表示され、アイテムが購入できない、または購入したアイテムが反映されない不具合が発生しておりました。
 
現在、該当の現象は解消され、正常にご購入いただけます。
 
また、反映されていなかったアイテムについては、すでにお客様のアカウントに付与されておりますが、反映されていない場合は一度アプリを終了のうえ、再起動させることで反映されます。
 
重ねてのご案内となりますが、このたびはご迷惑をおかけして大変申し訳ございませんでした。
 
今後とも『ぽちゃガチョ！』をよろしくお願いいたします。 
 
※本メール内容の無断掲載、無断複製、転送はお控えください。

2024/03/02 13:50:07 QCplay:






お問い合わせ
アカウントID : 

プレイヤー名 : 

ご利用のOSバージョン : 
ご利用端末名 : 
お問い合わせ内容の種類 : アイテム購入時に問題が発生した
ご利用環境 : iOS
問題が発生した日時 : 2024-03-02 13:32
メールアドレス : 
お問い合わせ内容 ：PayPayで支払い済みとなっているのにゲームに反映されていない
添付ファイル ：",アイテム購入時に問題が発生した
513,"お問い合わせ
アカウントID : 


アプリバージョン : 
ご利用のOSバージョン : 
ご利用端末名 : 
お問い合わせ内容の種類 : アイテム購入時に問題が発生した
ご利用環境 : iOS
問題が発生した日時 : 2024-03-02 12:20
メールアドレス : 
お問い合わせ内容 ：トライアル(200円)のやつを購入したのに反映されない
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

お客様にご迷惑をおかけし、誠に申し訳ございません。 

お問い合わせいただきました件につきましては、【3/2（土）11:00 ～ 14:00】頃にApp Storeの障害が原因で有償アイテム購入時にエラーメッセージが表示され、アイテムが購入できない、または購入したアイテムが反映されない不具合が発生しておりました。

現在、該当の現象は解消され、正常にご購入いただけます。

また、反映されていなかったアイテムについては、すでにお客様のアカウントに付与されておりますが、反映されていない場合は一度アプリを終了のうえ、再起動させることで反映されます。

重ねてのご案内となりますが、このたびはご迷惑をおかけして大変申し訳ございませんでした。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。 

※本メール内容の無断掲載、無断複製、転送はお控えください。",アイテム購入時に問題が発生した
2847,"お問い合わせ
アカウントID : 

プレイヤー名 : 
アプリバージョン : 1.01
ご利用のOSバージョン : iOS17.3.1
ご利用端末名 : iPhone12
お問い合わせ内容の種類 : アイテム購入時に問題が発生した
ご利用環境 : iOS
問題が発生した日時 : 2024-03-28 08:00
メールアドレス : 
お問い合わせ内容 ：購入するつもりのないアイテムを購入してしまったので取り消したい。
ダイヤでスタミナ??のアイテムです。
誤タップ防止機能がないです。
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。
 
ご連絡の件につきまして、お客様の行った操作が意図したものではないとのことですが、不具合などではなく正常な挙動で行われた操作に関しては、どのような対応もいたしかねます。
 
大変心苦しいのですが、全てのお客様に同様の対応を行っておりますので、ご了承くださいますようお願い申し上げます。
 
今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
 
※本メール内容の無断掲載、無断複製、転送はお控えください。
2024/03/28 09:33:35 QCplay:
> アカウントID : 

> プレイヤー名 : 
> アプリバージョン : 1.01
> ご利用のOSバージョン : iOS17.3.1
> ご利用端末名 : iPhone12
> お問い合わせ内容の種類 : アイテム購入時に問題が発生した
> ご利用環境 : iOS
> 問題が発生した日時 : 2024-03-28 08:00
> メールアドレス : 
> お問い合わせ内容 ：購入するつもりのないアイテムを購入してしまったので取り消したい。 ダイヤでスタミナ??のアイテムです。 誤タップ防止機能がないです。
> 添付ファイル ：
> 
>",アイテム購入時に問題が発生した
1930,"お問い合わせ
アカウントID : 


アプリバージョン : 
ご利用のOSバージョン : 
ご利用端末名 : 
お問い合わせ内容の種類 : 不具合について
ご利用環境 : iOS
問題が発生した日時 : 2024-03-15 12:25
メールアドレス : 
お問い合わせ内容 ：ランキング報酬が受け取れません。「構成エラー」の表示が出ており、アイテム名が中国語表記になっています。
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

この度はお客様にご迷惑をおかけし、誠に申し訳ございません。

お問い合わせいただきました件につきまして、【3/15 12:00～3/15 13:25】に以下の不具合が発生しておりました。

■イベント「運命のジュエリー」のランキング報酬にて、「構成エラー」という文言のエラーが発生し、報酬が受け取れない不具合

本件につきましては、該当イベントの「グループランキング報酬」にて、本来報酬が設定されていない6～10位のお客様にあたかも報酬が受け取れるような内容が表示されていたために発生しておりました。

なお、該当の不具合はすでに修正が完了しておりますので、アプリを再起動していただいたうえでご確認いただけますと幸いです。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。",不具合について
2706,"お問い合わせ
アカウントID : 

プレイヤー名 : 
アプリバージョン : 最新
ご利用のOSバージョン : Android9
ご利用端末名 : Galaxy Note8
お問い合わせ内容の種類 : 不具合について
ご利用環境 : Google Play
問題が発生した日時 :  00:00
メールアドレス : 
お問い合わせ内容 ：今回のイベントで誤植がありました
「木を守るのために」ではなく「木を守るために」だと思われます
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

お客様にはご不便をおかけしており、申し訳ございません。

ご連絡いただいております現象につきましては調査を行い、不具合等が確認されましたら、対応を進めてまいります。

修正対応を実施する際など、お客様皆様にお伝えできる情報がございましたら、公式X（旧Twitter）やゲーム内でお知らせいたします。

また何かお気づきの点などございましたら、お問い合わせいただけると幸いです。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。 

※本メール内容の無断掲載、無断複製、転送はお控えください。
 
 
> アカウントID : 

> プレイヤー名 : 
> アプリバージョン : 最新
> ご利用のOSバージョン : Android9
> ご利用端末名 : Galaxy Note8
> お問い合わせ内容の種類 : 不具合について
> ご利用環境 : Google Play
> 問題が発生した日時 : 00:00
> メールアドレス : 
> お問い合わせ内容 ：今回のイベントで誤植がありました 「木を守るのために」ではなく「木を守るために」だと思われます
> 添付ファイル ：
> 
>",不具合について
2129,"お問い合わせ
アカウントID : 


アプリバージョン : 
ご利用のOSバージョン : 
ご利用端末名 : 
お問い合わせ内容の種類 : 不具合について
ご利用環境 : Google Play
問題が発生した日時 : 2024-03-16 06:20
メールアドレス : 
お問い合わせ内容 ：創始者の謎イベントのトロフィー獲得したのですが、達成報酬の緑の星15個が取得されませんでした。ご対応宜しくお願いします。
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

お問い合わせの問題に対し、返答が遅れておりますこと、
そしてご迷惑をおかけしておりますことを深くお詫び申し上げます。

連絡いただいております現象につきましては、お客様からお寄せいただいた情報を元に、調査を行っております。

迅速な対応に努めてまいりますが、調査完了までお時間を頂戴する場合がございます。

調査完了後に当窓口よりあらためてお客様へご連絡差し上げますので、今しばらくお待ちくださいますようお願いたします。
お客様へご不便をおかけしておりますことを重ねてお詫び申し上げます。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。

いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

この度はご案内までにお時間を頂戴し、誠に申し訳ございません。

お問い合わせいただきました件について調査を行ったところ、【03-16 06:22:01】頃に「究極の金のトロフィー」を提出して「スター×15」を受け取っていることを確認いたしました。

また、その後【03-16 06:22:41】頃に「スター×15」を消費して「チャンピオントロフィー」を建設していました。

その他にもお困りごとやお気づきの点がございましたら、お気軽にお問い合わせください。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。

> アカウントID :


> アプリバージョン :
> ご利用のOSバージョン :
> ご利用端末名 :
> お問い合わせ内容の種類 : 不具合について
> ご利用環境 : Google Play
> 問題が発生した日時 : 2024-03-16 06:20
> メールアドレス : 
> お問い合わせ内容 ：創始者の謎イベントのトロフィー獲得したのですが、達成報酬の緑の星15個が取得されませんでした。ご対応宜しくお願いします。
> 添付ファイル ：
> 
>",不具合について
565,"お問い合わせ
アカウントID : 

プレイヤー名 : 
アプリバージョン : 1.1.1
ご利用のOSバージョン : 
ご利用端末名 : 
お問い合わせ内容の種類 : アイテム購入時に問題が発生した
ご利用環境 : iOS
問題が発生した日時 : 2024-03-02 12:30
メールアドレス : 
お問い合わせ内容 ：コインを2回購入したのですが、2回とも反映されていません。
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

お客様にご迷惑をおかけし、誠に申し訳ございません。 

お問い合わせいただきました件につきましては、【3/2（土）11:00 ～ 14:00】頃にApp Storeの障害が原因で有償アイテム購入時にエラーメッセージが表示され、アイテムが購入できない、または購入したアイテムが反映されない不具合が発生しておりました。

現在、該当の現象は解消され、正常にご購入いただけます。

また、反映されていなかったアイテムについては、すでにお客様のアカウントに付与されておりますが、反映されていない場合は一度アプリを終了のうえ、再起動させることで反映されます。

重ねてのご案内となりますが、このたびはご迷惑をおかけして大変申し訳ございませんでした。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。 

※本メール内容の無断掲載、無断複製、転送はお控えください。",アイテム購入時に問題が発生した
926,"お問い合わせ
アカウントID : 


アプリバージョン : 
ご利用のOSバージョン : 
ご利用端末名 : 
お問い合わせ内容の種類 : 不具合について
ご利用環境 : iOS
問題が発生した日時 : 2024-03-02 00:00
メールアドレス : 
お問い合わせ内容 ：魔法のマンスリーパックを購入しているが、
バブルスキップしない不具合有りです。早急に対応してください。
バブルスキップ以外は反映されています。
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

お問い合わせいただきました、「特典パス」の「バブルスキップ」についてご案内いたします。
 
「バブルスキップ」は、バブルを押下した際に画面下部の「SKIP」をタップすることで、バブルをコインに変えることができる機能でございます。
 
そのため、上記ご確認いただいたうえで問題が解決しない場合には、下記の情報をお書き添えのうえ、再度お問い合わせいただけないでしょうか。
----------
?SKIPできないとのことですが、どのタイミングから進行しないのでしょうか
※「「SKIP」を押下した際にコインに変わらない」や、「「SKIP」が表示されない」など
?どのピースのバブルをスキップした際に発生したのでしょうか
?「魔法のマンスリーパス」画面のスクリーンショットをお送りください
----------
 
お客様にご面倒をおかけし、誠に申し訳ございません。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。
 
 
> アカウントID :


> アプリバージョン :
> ご利用のOSバージョン :
> ご利用端末名 :
> お問い合わせ内容の種類 : 不具合について
> ご利用環境 : iOS
> 問題が発生した日時 : 2024-03-02 00:00
> メールアドレス : 
> お問い合わせ内容 ：魔法のマンスリーパックを購入しているが、 バブルスキップしない不具合有りです。早急に対応してください。 バブルスキップ以外は反映されています。
> 添付ファイル ：
> 
>",不具合について
612,"お問い合わせ
アカウントID : 

プレイヤー名 : 
アプリバージョン : 1.1.1
ご利用のOSバージョン : iOS17.3.1
ご利用端末名 : iPhone XR
お問い合わせ内容の種類 : アイテム購入時に問題が発生した
ご利用環境 : iOS
問題が発生した日時 : 2024-03-02 12:30
メールアドレス : 
お問い合わせ内容 ：エネルギーガチョウを購入したのですが、反映されません。
購入が出来ていないのかな？と思いもう1回購入したのですがやはり反映されませんでした。
2回購入しました。
2回とも購入完了しました。の通知が出ました。
よろしくお願いします。
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

お客様にご迷惑をおかけし、誠に申し訳ございません。 

お問い合わせいただきました件につきましては、【3/2（土）11:00 ～ 14:00】頃にApp Storeの障害が原因で有償アイテム購入時にエラーメッセージが表示され、アイテムが購入できない、または購入したアイテムが反映されない不具合が発生しておりました。

現在、該当の現象は解消され、正常にご購入いただけます。

また、反映されていなかったアイテムについては、すでにお客様のアカウントに付与されておりますが、反映されていない場合は一度アプリを終了のうえ、再起動させることで反映されます。

重ねてのご案内となりますが、このたびはご迷惑をおかけして大変申し訳ございませんでした。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。 

※本メール内容の無断掲載、無断複製、転送はお控えください。",アイテム購入時に問題が発生した
2128,"お問い合わせ
アカウントID : 

プレイヤー名 : 
アプリバージョン : 1.1.3
ご利用のOSバージョン : 16.1.1
ご利用端末名 : iPhone11pro
お問い合わせ内容の種類 : 不具合について
ご利用環境 : iOS
問題が発生した日時 : 2024-03-16 06:00
メールアドレス : 
お問い合わせ内容 ：本日6時以降、福の神からもらえる小判系のアイテムをいくつかリュックに入れたのですが、リュックの中から消えました。
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

お問い合わせいただきました件について、ご案内いたします。

リュックへアイテムやピースを入れた場合、「パーツ」欄もしくは「ランチャー」欄に収納されます。

そのため、既にご確認いただいておりましたら申し訳ございませんが、あらためてリュック内をご確認いただけますと幸いです。
 
ご確認いただいたうえで問題が解決しない場合、お手数ですが「リュック」内の「パーツ」「ランチャー」欄のスクリーンショットをお送りを添付のうえ、再度お問い合わせいただけないでしょうか。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。",不具合について
713,"お問い合わせ
アカウントID : 


アプリバージョン : 
ご利用のOSバージョン : iOS17.3.1
ご利用端末名 : iPhone13
お問い合わせ内容の種類 : アイテム購入時に問題が発生した
ご利用環境 : iOS
問題が発生した日時 : 2024-03-02 13:32
メールアドレス : 
お問い合わせ内容 ：490円のエネルギーガチョウを購入し、購入が完了したとメッセージが出ましたが、エネルギーが増えません。Appleアカウントを確認したら残高は減っていました。エラーかと思い、アプリを終了して様子を見ましたが、エネルギーは増えず、しばらくしたら再度購入できそうだったのでもう一度手続きをしてみたところ1回目と同じ状況で困っています。2回とも残高が減っているので、1回分は返金していただけるのでしょうか？
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

お客様にご迷惑をおかけし、誠に申し訳ございません。 

お問い合わせいただきました件につきましては、【3/2（土）11:00 ～ 14:00】頃にApp Storeの障害が原因で有償アイテム購入時にエラーメッセージが表示され、アイテムが購入できない、または購入したアイテムが反映されない不具合が発生しておりました。

現在、該当の現象は解消され、正常にご購入いただけます。

また、反映されていなかったアイテムについては、すでにお客様のアカウントに付与されておりますが、反映されていない場合は一度アプリを終了のうえ、再起動させることで反映されます。

重ねてのご案内となりますが、このたびはご迷惑をおかけして大変申し訳ございませんでした。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。 

※本メール内容の無断掲載、無断複製、転送はお控えください。",アイテム購入時に問題が発生した
1956,"お問い合わせ
アカウントID : 

プレイヤー名 : 
アプリバージョン : 1.1.2
ご利用のOSバージョン : ios
ご利用端末名 : iPhone11promax
お問い合わせ内容の種類 : 不具合について
ご利用環境 : iOS
問題が発生した日時 : 2024-03-15 12:30
メールアドレス : 
お問い合わせ内容 ：アイテムが構成エラーとでて受け取れない
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

この度はお客様にご迷惑をおかけし、誠に申し訳ございません。

お問い合わせいただきました件につきまして、【3/15 12:00～3/15 13:25】に以下の不具合が発生しておりました。

■イベント「運命のジュエリー」のランキング報酬にて、「構成エラー」という文言のエラーが発生し、報酬が受け取れない不具合

本件につきましては、該当イベントの「グループランキング報酬」にて、本来報酬が設定されていない6～10位のお客様にあたかも報酬が受け取れるような内容が表示されていたために発生しておりました。

なお、該当の不具合はすでに修正が完了しておりますので、アプリを再起動していただいたうえでご確認いただけますと幸いです。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。",不具合について
386,"お問い合わせ
アカウントID : 

プレイヤー名 : 
アプリバージョン : 1.01
ご利用のOSバージョン : 
ご利用端末名 : iphone11
お問い合わせ内容の種類 : ご意見?ご要望
ご利用環境 : iOS
問題が発生した日時 : 2024-02-29 09:00
メールアドレス : 
お問い合わせ内容 ：軍手？手袋？が全く出ません困ります！！！改善求む！！！
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。
 
この度はお客様にお問い合わせのお手間をおかけしてしまい、誠に申し訳ございません。
 
お問い合わせいただきましたお声につきましては、貴重なご意見としてお預かりし、運営チーム内に広く共有を行わさせていただきます。
 
『ぽちゃガチョ！』をプレイいただいているお客様一人一人に寄り添っていけるようなサービスをお届けできるよう、これからもチーム一同尽力して参りますので、何卒よろしくお願い申し上げます。
 
また、その他にもお困りごとやお気づきの点がございましたら、お気軽にお問い合わせください。
 
今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
 
※本メール内容の無断掲載、無断複製、転送はお控えください。

> アカウントID : 

> プレイヤー名 : 
> アプリバージョン : 1.01
> ご利用のOSバージョン :
> ご利用端末名 : iphone11
> お問い合わせ内容の種類 : ご意見?ご要望
> ご利用環境 : iOS
> 問題が発生した日時 : 2024-02-29 09:00
> メールアドレス : 
> お問い合わせ内容 ：軍手？手袋？が全く出ません困ります！！！改善求む！！！
> 添付ファイル ：
> 
>",ご意見?ご要望
1634,"お問い合わせ
アカウントID : 


アプリバージョン : 
ご利用のOSバージョン : 
ご利用端末名 : 
お問い合わせ内容の種類 : ご意見?ご要望
ご利用環境 : iOS
問題が発生した日時 :  00:00
メールアドレス : 
お問い合わせ内容 ：イベントの期間短すぎます。料理のやつも同時進行されて一瞬で終わったしこんなんじゃ何もできません。
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。
 
この度はお客様にお問い合わせのお手間をおかけしてしまい、誠に申し訳ございません。
 
お問い合わせいただきましたお声につきましては、貴重なご意見としてお預かりし、運営チーム内に広く共有を行わさせていただきます。
 
『ぽちゃガチョ！』をプレイいただいているお客様一人一人に寄り添っていけるようなサービスをお届けできるよう、これからもチーム一同尽力して参りますので、何卒よろしくお願い申し上げます。
 
また、その他にもお困りごとやお気づきの点がございましたら、お気軽にお問い合わせください。
 
今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
 
※本メール内容の無断掲載、無断複製、転送はお控えください。

> アカウントID :


> アプリバージョン :
> ご利用のOSバージョン :
> ご利用端末名 :
> お問い合わせ内容の種類 : ご意見?ご要望
> ご利用環境 : iOS
> 問題が発生した日時 : 00:00
> メールアドレス : 
> お問い合わせ内容 ：イベントの期間短すぎます。料理のやつも同時進行されて一瞬で終わったしこんなんじゃ何もできません。
> 添付ファイル ：
> 
>",ご意見?ご要望
2168,"お問い合わせ
アカウントID : 

プレイヤー名 : 
アプリバージョン : 1.1.3
ご利用のOSバージョン : android　12
ご利用端末名 : blackShark5pro
お問い合わせ内容の種類 : 不具合について
ご利用環境 : Google Play
問題が発生した日時 : 2024-03-15 19:30
メールアドレス : 
お問い合わせ内容 ：昨日問い合わせしたのですが自動メールが来なかったのでもう一度送ります。
昨日バグが起きた直後に問い合わせしました、創始者の謎イベクリア後の報酬スター15個が、貰えたあと何にも使っていないのに次にアプリを開いたら全て消えていました。　

今まで貰ったスターはビンゴで3つ、スター瓶にて2つ、今までのオーダー分、スターパック￥490での20個です。

4日程掛けてやっと手に入れたスターなので凄く困っています。必ず元に戻して下さい。
また、バグが起こりやすい状況や環境があれば大事な時は起動を避けるので教えて欲しいです。
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

お問い合わせの問題に対し、返答が遅れておりますこと、
そしてご迷惑をおかけしておりますことを深くお詫び申し上げます。

連絡いただいております現象につきましては、お客様からお寄せいただいた情報を元に、調査を行っております。

迅速な対応に努めてまいりますが、調査完了までお時間を頂戴する場合がございます。

調査完了後に当窓口よりあらためてお客様へご連絡差し上げますので、今しばらくお待ちくださいますようお願いたします。
お客様へご不便をおかけしておりますことを重ねてお詫び申し上げます。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。",不具合について
553,"お問い合わせ
アカウントID : 


アプリバージョン : 
ご利用のOSバージョン : 
ご利用端末名 : iPhone8s
お問い合わせ内容の種類 : アイテム購入時に問題が発生した
ご利用環境 : iOS
問題が発生した日時 : 2024-03-02 12:30
メールアドレス : 
お問い合わせ内容 ：桃パックと、エネルギー購入したのですが、反映されておらず
購入ができていないのか
確認したくて問い合わせさせていただきました！
添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

お客様にご迷惑をおかけし、誠に申し訳ございません。 

お問い合わせいただきました件につきましては、【3/2（土）11:00 ～ 14:00】頃にApp Storeの障害が原因で有償アイテム購入時にエラーメッセージが表示され、アイテムが購入できない、または購入したアイテムが反映されない不具合が発生しておりました。

現在、該当の現象は解消され、正常にご購入いただけます。

また、反映されていなかったアイテムについては、すでにお客様のアカウントに付与されておりますが、反映されていない場合は一度アプリを終了のうえ、再起動させることで反映されます。

重ねてのご案内となりますが、このたびはご迷惑をおかけして大変申し訳ございませんでした。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。 

※本メール内容の無断掲載、無断複製、転送はお控えください。",アイテム購入時に問題が発生した
1873,"お問い合わせ
アカウントID : 

プレイヤー名 : 
アプリバージョン : 1.1.2
ご利用のOSバージョン : iOS 17.3.1
ご利用端末名 : iPhone13
お問い合わせ内容の種類 : 不具合について
ご利用環境 : iOS
問題が発生した日時 : 2024-03-13 00:00
メールアドレス : 
お問い合わせ内容 ：おとといから、押しても反応しない広告ばかり出るようになりました。
広告が始まる前に2～3秒画面が暗転し、その後広告画面になりますがBGMはぽちゃガチョの音楽が重なって聞こえてきます。
時間のカウントダウンもありませんし、30秒以上待ってから??印を押しても報酬がもらえません。
添付した広告がダメです。

時々別の広告も出て報酬ももらえる時もありますが、
この2日間ほとんど広告報酬がもらえず困っています。

広告ブロックのアプリの設定を変えてみてもダメでした。
こちらの端末に原因がありますか？

添付ファイル ：","いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

お問い合わせの問題に対し、返答が遅れておりますこと、
そしてご迷惑をおかけしておりますことを深くお詫び申し上げます。

連絡いただいております現象につきましては、お客様からお寄せいただいた情報を元に、調査を行っております。

迅速な対応に努めてまいりますが、調査完了までお時間を頂戴する場合がございます。

調査完了後に当窓口よりあらためてお客様へご連絡差し上げますので、今しばらくお待ちくださいますようお願いたします。
お客様へご不便をおかけしておりますことを重ねてお詫び申し上げます。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。

ありがとうございます。

?広告アプリの解除(280blocker)
?アプリからのトラッキング許可
?スマホの再起動

この中のどれが有効だったのかは分かりませんが、私はこれでなおりました。


2024年3月16日(土) 19:30 【ぽちゃガチョ！カスタマーサポート】 <>:

> いつもご利用いただきありがとうございます。
> 『ぽちゃガチョ！』サポート担当です。
>
> お問い合わせの問題に対し、返答が遅れておりますこと、
> そしてご迷惑をおかけしておりますことを深くお詫び申し上げます。
>
> 連絡いただいております現象につきましては、お客様からお寄せいただいた情報を元に、調査を行っております。
>
> 迅速な対応に努めてまいりますが、調査完了までお時間を頂戴する場合がございます。
>
> 調査完了後に当窓口よりあらためてお客様へご連絡差し上げますので、今しばらくお待ちくださいますようお願いたします。
> お客様へご不便をおかけしておりますことを重ねてお詫び申し上げます。
>
> 今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
>
> ※本メール内容の無断掲載、無断複製、転送はお控えください。
>
>
>

いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

この度は、ご丁寧にご連絡をくださりありがとうございます。

『ぽちゃガチョ！』をプレイしていただく中で、何かお困りの点や気になる点などがございましたら、お気軽にお問い合わせいただけると幸いです。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。

※本メール内容の無断掲載、無断複製、転送はお控えください。
 
 
> ありがとうございます。
>  
> ?広告アプリの解除(280blocker)
> ?アプリからのトラッキング許可
> ?スマホの再起動
>  
> この中のどれが有効だったのかは分かりませんが、私はこれでなおりました。
>  
>  2024年3月16日(土) 19:30 【ぽちゃガチョ！カスタマーサポート】 :
>> いつもご利用いただきありがとうございます。
>> 『ぽちゃガチョ！』サポート担当です。
>> 
>> お問い合わせの問題に対し、返答が遅れておりますこと、
>> そしてご迷惑をおかけしておりますことを深くお詫び申し上げます。
>> 
>> 連絡いただいております現象につきましては、お客様からお寄せいただいた情報を元に、調査を行っております。
>> 
>> 迅速な対応に努めてまいりますが、調査完了までお時間を頂戴する場合がございます。
>> 
>> 調査完了後に当窓口よりあらためてお客様へご連絡差し上げますので、今しばらくお待ちくださいますようお願いたします。
>> お客様へご不便をおかけしておりますことを重ねてお詫び申し上げます。
>> 
>> 今後とも『ぽちゃガチョ！』をよろしくお願いいたします。
>> 
>> ※本メール内容の無断掲載、無断複製、転送はお控えください。
>> 
>>  
> 
> 
> 
> 
>

いつもご利用いただきありがとうございます。
『ぽちゃガチョ！』サポート担当です。

この度はお客様にご迷惑をおかけし、またご案内までにお時間を頂戴し、誠に申し訳ございません。

お問い合わせいただいております「広告を再生しても報酬を受け取ることができない」件につきましては、現在も調査および確認作業を進めております。

修正対応を実施する際など、お客様皆様にお伝えできる情報がございましたら、公式X（旧Twitter）やゲーム内でお知らせいたします。

重ねてのお詫びとなってしましますが、この度の不具合によりご迷惑をおかけしておりますこと、深くお詫び申し上げます。

今後とも『ぽちゃガチョ！』をよろしくお願いいたします。 

※本メール内容の無断掲載、無断複製、転送はお控えください。
2024/03/15 10:31:44 QCplay:






お問い合わせ
アカウントID : 

プレイヤー名 : 
アプリバージョン : 1.1.2
ご利用のOSバージョン : iOS 17.3.1
ご利用端末名 : iPhone13
お問い合わせ内容の種類 : 不具合について
ご利用環境 : iOS
問題が発生した日時 : 2024-03-13 00:00
メールアドレス : 
お問い合わせ内容 ：おとといから、押しても反応しない広告ばかり出るようになりました。
広告が始まる前に2～3秒画面が暗転し、その後広告画面になりますがBGMはぽちゃガチョの音楽が重なって聞こえてきます。
時間のカウントダウンもありませんし、30秒以上待ってから??印を押しても報酬がもらえません。
添付した広告がダメです。

時々別の広告も出て報酬ももらえる時もありますが、
この2日間ほとんど広告報酬がもらえず困っています。

広告ブロックのアプリの設定を変えてみてもダメでした。
こちらの端末に原因がありますか？

添付ファイル ：",不具合について
